_ID	PUZZLE	BEGIN	END	DURATION	PARENT	CHILD	NOTE
1	24	206.84	207.32	0.48		Mm-hmm	
1	24	207.372	208.956	1.584	Okay, what can you put together?		
1	24	209.8	211.28	1.48		Hmm, the octopus	
1	24	211.134	213.114	1.98	The octopus, Okay		
1	24	212.64	214.44	1.8		The octopus' face	
1	24	215.688	217.107	1.419	Mmkay do you see it anywhere?		
1	24	217.64	220.64	3.0		It's orange, and	
1	24	220.011	221.199	1.188	Does it go together?		
1	24	222.16	227.76	5.6		Yes they do. They go together. There's another orange!	
1	24	227.568	229.548	1.98	That's another orange, you want me to get it?		
1	24	230.868	231.891	1.023	Ta-da		
1	24	232.12	234.96	2.84		Oh! Well, but that one	
1	24	235.026	235.62	0.594	Which one?		
1	24	235.88	236.64	0.76		This one	
1	24	236.445	237.435	0.99	Oh, okay		
1	24	237.4	238.44	1.04		I got that one	
1	24	238.689	239.448	0.759	Okay		
1	24	238.76	239.2	0.44			
1	24	241.52	242.16	0.64		This	
1	24	241.527	244.695	3.168	Oh that one too? Okay, you're on a roll		
1	24	245.84	247.28	1.44		That for the crab	
1	24	247.203	250.701	3.498	Okay. Oh that one's for the crab? Oh okay		
1	24	248.36	248.76	0.4		Oh	
1	24	249.68	250.2	0.52		Yeah	
1	24	251.8	253.48	1.68		Now let's put it together	
1	24	253.506	254.298	0.792	Okay		
1	24	255.92	256.76	0.84		Mmm	
1	24	258.6	259.12	0.52		Hmm	
1	24	260.84	262.24	1.4		It's not right	
1	24	262.68	264.64	1.96		This go right...	
1	24	268.72	269.6	0.88		Here? No	
1	24	269.28	270.27	0.99	No		
1	24	272.8	274.48	1.68		Hmm, How...	
1	24	277.53	281.49	3.96	*Gasp* You got it! Wow! Oh-		
1	24	277.6	278.2	0.6		Here!	
1	24	281.0	282.24	1.24		That was right	
1	24	282.216	288.75	6.534	That's right. Okay let's get some more pieces of orange on him. Let's get the rest of his body together 		
1	24	290.84	292.76	1.92		It's turn like this	
1	24	293.139	293.865	0.726	Okay		
1	24	293.8	295.76	1.96		That's look right! No	
1	24	295.449	296.373	0.924	*laughing*		
1	24	296.56	299.16	2.6		This look, right!	
1	24	299.277	299.739	0.462	Okay		
1	24	301.52	304.24	2.72		###	
1	24	306.04	307.76	1.72		That don't like it	
1	24	308.84	310.72	1.88		Or it, this way	
1	24	311.355	312.213	0.858	Are you sure?		
1	24	312.774	313.5	0.726	Try it again		
1	24	319.04	320.56	1.52		You can help me Mommy?	
1	24	322.047	324.291	2.244	You're right! It- Oh, wait a minute		
1	24	325.96	327.56	1.6		*gasp* yeah	
1	24	327.624	328.878	1.254	Wow		
1	24	329.36	333.68	4.32		It says *noises*	
1	24	332.937	335.61	2.673	*laughing* Okay let's put it right here		
1	24	336.633	340.527	3.894	Good job. That's a nice octopus, what do you think?		
1	24	338.12	338.92	0.8		That ###	
1	24	340.64	342.56	1.92		A squid ###	
1	24	342.606	343.266	0.66	Oh		
1	24	343.12	348.32	5.2		And he's super... Sticky!	
1	24	348.249	349.173	0.924	Super sticky?		
1	24	349.32	349.84	0.52		Yeah	
1	24	350.196	353.991	3.795	Oh, his testi- ten- tentacles? *laughing*		
1	24	354.04	354.56	0.52		My!	
1	24	356.004	357.06	1.056	His tentacles		
1	24	357.72	359.76	2.04		That's my tentacles too	
1	24	358.76	359.28	0.52			
1	24	359.865	360.69	0.825	Oh, okay		
1	24	361.218	362.571	1.353	Okay, what do you want to do next?		
1	24	363.68	364.32	0.64		Well but	
1	24	365.0	367.12	2.12		Hmm. This one	
1	24	367.719	368.313	0.594	Okay		
1	24	368.64	369.32	0.68		The crab	
1	24	369.402	370.788	1.386	The crab, Okay		
1	24	372.28	372.92	0.64		Uhh	
1	24	373.428	379.995	6.567	Mmm, Let's just put this one on the side, and we'll do the crab. This is some of the crab. Where else?		
1	24	374.48	376.64	2.16			
1	24	380.952	383.229	2.277	NAME		
1	24	384.8	386.24	1.44		Hmm, Red!	
1	24	386.397	387.288	0.891	Yeah, where is it?		
1	24	389.334	392.403	3.069	Oh yeah, so let's get that one over there, any more?		
1	24	393.525	395.34	1.815	Any more that we should move over there?		
1	24	393.6	394.28	0.68		This one	
1	24	396.16	396.6	0.44		*gasp*	
1	24	399.927	401.973	2.046	Yellow? Oh, okay		
1	24	403.062	406.692	3.63	Where does a y- Where does that one go? Do you see it somewhere here?		
1	24	406.96	408.32	1.36		The seahorse!	
1	24	408.144	410.751	2.607	*gasp* no way		
1	24	410.88	412.08	1.2		###	
1	24	414.8	415.6	0.8		Hmm	
1	24	415.47	416.823	1.353	It's okay, keep trying		
1	24	417.92	422.44	4.52		Keep trying, keep trying, ###	
1	24	422.037	425.172	3.135	Don't give up, never give up		
1	24	424.72	426.16	1.44		Can you help me Mommy?	
1	24	426.228	426.888	0.66	Yes		
1	24	428.67	433.554	4.884	Can you push it in? *gasp* Good job, give me five! *noises*		
1	24	431.52	431.96	0.44		Eh	
1	24	432.4	433.84	1.44			
1	24	433.48	435.0	1.52		It is!	
1	24	435.798	436.854	1.056	Okay		
1	24	436.76	438.04	1.28		What about the crab	
1	24	437.844	439.131	1.287	Okay the crab		
1	24	440.08	440.96	0.88		The crab	
1	24	442.28	442.92	0.64		Like	
1	24	444.4	445.4	1.0		Oh	
1	24	444.51	445.995	1.485	Great job		
1	24	445.64	446.32	0.68		Look right	
1	24	447.76	448.52	0.76		This	
1	24	449.36	449.92	0.56		No	
1	24	449.691	450.384	0.693	No		
1	24	451.12	453.12	2.0		You fix it for me, Mommy?	
1	24	454.344	455.796	1.452	Okay, try it again		
1	24	457.64	460.28	2.64		What about his ###	
1	24	460.284	464.046	3.762	NAME		
1	24	461.88	463.44	1.56		Let's put that	
1	24	466.36	466.92	0.56		Where's	
1	24	466.521	469.986	3.465	Move it over here. Let's give it some space		
1	24	467.4	468.56	1.16			
1	24	471.08	471.64	0.56	Okay		
1	24	472.16	473.4	1.24	Look at that		
1	24	473.28	473.84	0.56		Oh	
1	24	475.16	482.28	7.12		Mommy let's to pretend like the really jellyfish, have to go like this	
1	24	483.32	484.0	0.68	Really?		
1	24	484.4	486.56	2.16		Come on, you can do it	
1	24	486.72	489.2	2.48	*laughing* Okay let's try to put this		
1	24	489.2	494.72	5.52		I'm gonna ### go like the jellyfish?	
1	24	495.36	496.6	1.24	Oh, just like that?		
1	24	496.96	497.88	0.92		Yeah	
1	24	498.36	499.32	0.96		To pretend	
1	24	498.84	500.04	1.2	With his tentacles?		
1	24	500.2	501.04	0.84		Yeah	
1	24	501.12	502.36	1.24	Oh yeah		
1	24	501.24	502.08	0.84		The tent-	
1	24	502.72	506.64	3.92		But, let's pretend like a octopus, ### squid!	
1	24	508.04	509.56	1.52	Oh, is that how they push off?		
1	24	509.72	510.48	0.76		Yeah	
1	24	510.6	512.56	1.96	Wow, you're so smart		
1	24	512.4	513.8	1.4		Try it Mommy	
1	24	517.2	519.44	2.24	Awesome *laughing*		
1	24	518.96	519.52	0.56		*laughing*	
1	24	523.0	525.8	2.8	Mmkay. What are these?		
1	24	526.88	528.08	1.2		###	
1	24	528.36	529.56	1.2	Oh, snakes?		
1	24	529.8	531.32	1.52		No it's this	
1	24	532.36	535.52	3.16		For claws!	
1	24	535.8	536.92	1.12	Oh		
1	24	536.4	537.48	1.08			
1	24	538.48	540.44	1.96		That's a good crab	
1	24	538.52	539.08	0.56	Oh, hey		
1	24	540.4	542.56	2.16	NAME		
1	24	543.52	545.4	1.88	Okay, try and put it in, together		
1	24	545.56	546.56	1.0		Aah	
1	24	546.24	548.72	2.48	Just lift it up, push it down		
1	24	552.44	554.2	1.76		That's look right	
1	24	554.32	555.28	0.96	You think so?		
1	24	556.16	556.6	0.44		Yeah	
1	24	556.16	557.0	0.84	Here, try it		
1	24	559.24	560.4	1.16		Thats look good	
1	24	561.0	562.0	1.0	*laughing*		
1	24	561.0	563.28	2.28		It's a sea star!	
1	24	563.88	567.64	3.76		But he ###	
1	24	568.52	569.8	1.28	Hmm		
1	24	570.12	571.4	1.28		With his friend	
1	24	571.56	572.64	1.08	His friend?		
1	24	572.68	575.32	2.64		Yeah it- It's with purple	
1	24	575.4	578.64	3.24	Mmkay, so if it's purple, where do you see purple here?		
1	24	578.92	580.24	1.32		Right here	
1	24	580.08	581.16	1.08	Okay		
1	24	586.24	587.4	1.16			
1	24	587.32	588.6	1.28		Where's it go?	
1	24	589.8	593.52	3.72	Just flip it until you see the purple touching the purple		
1	24	589.96	590.56	0.6		right	
1	24	595.32	596.32	1.0	One more time		
1	24	597.8	598.92	1.12			
1	24	598.8	599.2	0.4			
1	24	599.36	605.8	6.44	*gasp* Wow good job!		
1	24	606.0	607.84	1.84		What about the puzzle piece?	
1	24	607.96	610.92	2.96	Okay, well let's keep on. What else do you wanna do?		
1	24	611.16	612.6	1.44		*gasp* Just gray!	
1	24	612.68	614.6	1.92	Yeah, what's the gray?		
1	24	615.68	618.0	2.32		They're for, the fish!	
1	24	618.28	619.04	0.76	Okay		
1	24	619.16	620.76	1.6		This look like shark	
1	24	620.8	622.92	2.12	*gasp* maybe it is a shark		
1	24	624.6	625.92	1.32	Should we put it on there?		
1	24	625.96	626.4	0.44		Yeah	
1	24	626.48	627.76	1.28	Okay where do you see gray?		
1	24	628.36	629.44	1.08		Right here	
1	24	630.4	631.76	1.36		Right here!	
1	24	631.92	632.84	0.92	Okay		
1	24	632.92	636.16	3.24		My shark is a ### shark	
1	24	635.88	638.44	2.56	Okay let's try to put it- Where do you see gray here?		
1	24	640.68	642.28	1.6		Right here	
1	24	643.84	644.44	0.6		Oh	
1	24	646.12	647.4	1.28			
1	24	647.28	647.76	0.48		*gasp*	
1	24	647.48	649.2	1.72	Good job!		
1	24	650.2	652.8	2.6	Where else do we see gray over here so we could put over there?		
1	24	654.24	658.16	3.92		B- I- Right here	
1	24	658.36	659.4	1.04	Oh		
1	24	659.48	660.16	0.68		No	
1	24	661.2	661.76	0.56		Oh	
1	24	661.28	662.6	1.32	Try at the corner		
1	24	663.24	665.68	2.44		Oh right here	
1	24	671.84	674.04	2.2	Okay, how about this one again?		
1	24	678.24	679.68	1.44	Ooh		
1	24	681.28	683.36	2.08		I ### put it down	
1	24	682.64	683.88	1.24	You could do it		
1	24	683.28	684.36	1.08			
1	24	684.28	686.48	2.2	*gasp* Good job!		
1	24	686.08	687.96	1.88		It is the shark!	
1	24	687.76	689.44	1.68	Yeah, you're right!		
1	24	690.28	691.16	0.88	What next?		
1	24	691.32	691.84	0.52		*gasp*	
1	24	692.08	693.4	1.32	Should we do this one?		
1	24	697.08	698.36	1.28			
1	24	698.08	700.32	2.24	*gasp* Good job		
1	24	700.0	704.44	4.44		It is the shark. Chomp Chomp Chomp	
1	24	704.4	705.72	1.32	Chomp chomp chomp		
1	24	705.72	706.64	0.92		Chomp chomp	
1	24	706.84	707.68	0.84	*laughing*		
1	24	708.36	708.92	0.56	Okay		
1	24	710.08	712.2	2.12		Oh, what about this?	
1	24	713.04	713.68	0.64		Hmm	
1	24	713.64	714.36	0.72	Hmm		
1	24	717.08	717.84	0.76		Hmm	
1	24	720.4	722.12	1.72		Then where does that piece go?	
1	24	722.36	726.68	4.32	Well look at it, look at it. You see this? It's smooth, right?		
1	24	727.6	729.72	2.12	This side, and this side is straight		
1	24	730.92	732.64	1.72	Looks like a corner, right?		
1	24	734.2	734.96	0.76		What's that?	
1	24	735.04	735.64	0.6	I don't know		
1	24	737.92	739.88	1.96	*laughing* Come on, keep on		
1	24	743.68	745.76	2.08	Try over here, this is a corner		
1	24	748.2	751.8	3.6		A s- A sea star, and a shell	
1	24	752.08	753.08	1.0	Ooh		
1	24	752.76	753.92	1.16		###	
1	24	754.96	756.36	1.4	Here, try this one out		
1	24	757.56	758.52	0.96	Maybe up here		
1	24	760.56	763.84	3.28	Might be a piece of the gray. Look. Who has gray here?		
1	24	770.88	776.0	5.12	Here's a piece of gray missing up here, a piece of gray here, and a piece of gray here		
1	24	778.44	779.64	1.2			
1	24	779.6	783.88	4.28	*gasp* Wow. You're getting		
1	24	785.44	788.08	2.64	NAME		
1	24	789.6	790.24	0.64		*gasp*	
1	24	791.56	793.32	1.76	Let's tr- Let's try it here		
1	24	799.44	800.48	1.04	Flip it around		
1	24	802.0	803.4	1.4	You see the white part?		
1	24	803.68	804.48	0.8		Yeah	
1	24	804.12	805.48	1.36			
1	24	804.52	806.68	2.16	Okay, It's part of the eye		
1	24	807.48	808.56	1.08		What is it?	
1	24	807.64	808.0	0.36	mm		
1	24	808.6	810.8	2.2	I don't know, don't you want to finish it?		
1	24	810.88	811.44	0.56		Yeah	
1	24	811.68	813.72	2.04	Okay, let's see, which one do you want to do next?		
1	24	817.44	819.76	2.32		That for, the jellyfish	
1	24	820.28	821.2	0.92	Oh		
1	24	821.84	822.96	1.12		Let's try it	
1	24	825.16	825.88	0.72		Uhh	
1	24	825.68	826.88	1.2	Hmm		
1	24	826.6	828.76	2.16		It, won't fit	
1	24	828.48	832.8	4.32	How about if it g- Try here. 'Cause then, it needs a little pink there		
1	24	833.48	834.8	1.32			
1	24	833.6	838.28	4.68	Does it fit? *gasp* Wow, Okay what else?		
1	24	834.72	835.52	0.8		Yeah	
1	24	837.64	838.96	1.32		Then what is it	
1	24	838.8	839.24	0.44			
1	24	840.48	841.52	1.04	Who's next?		
1	24	842.92	844.28	1.36		Better try this one	
1	24	848.12	851.96	3.84		Oh, what happened, I can't do it	
1	24	851.92	853.84	1.92	Yes you can. Try!		
1	24	859.36	860.48	1.12	You need some help?		
1	24	860.88	861.52	0.64		Yeah!	
1	24	862.04	863.0	0.96		Please!	
1	24	865.12	866.08	0.96	'Kay, help me		
1	24	867.32	870.36	3.04			
1	24	868.04	868.72	0.68	Help me		
1	24	869.28	869.96	0.68		Uhh	
1	24	869.96	872.84	2.88	*gasp* We did it, Give me #### five		
1	24	871.32	872.92	1.6		It's a swordfish!	
1	24	874.68	875.68	1.0	*laughing*		
1	24	876.56	877.44	0.88	What next?		
1	24	878.2	879.08	0.88		This one	
1	24	879.16	881.76	2.6	Okay where would that one go? Hmmm		
1	24	892.24	893.56	1.32		Might have to go-	
1	24	892.96	895.76	2.8	Try it again like that. I'll help you this time		
1	24	896.04	897.2	1.16		Please	
1	24	897.84	898.4	0.56		You could	
1	24	898.76	900.44	1.68			
1	24	900.48	902.36	1.88		*gasp* Oh	
1	24	902.28	905.24	2.96	Uh oh, what does that mean?		
1	24	903.8	904.48	0.68		No	
1	24	905.6	908.4	2.8		It means, It fit!	
1	24	907.04	907.52	0.48	Oh		
1	24	908.32	909.88	1.56	Yeah, it fits!		
1	24	910.04	911.4	1.36		Hmm, what about this one?	
1	24	914.36	915.88	1.52			
1	24	915.4	916.0	0.6			24 Piece - End
2	48	3.6	5.26	1.66	Alright. Should we take the pieces out?		
2	48	3.795	4.125	0.33			48 Piece - Start
2	48	8.646	9.141	0.495			Researcher Out
2	48	8.65	10.52	1.87	Does this look like the puzzle you did in the other room?		
2	48	11.07	11.89	0.82		Mm-mm	
2	48	11.68	12.3	0.62	No?		
2	48	12.05	13.23	1.18		Not at all	
2	48	13.02	14.07	1.05	*laughing* Not at all?		
2	48	14.91	17.43	2.52		Well we did two puzzles. Guess what	
2	48	17.47	18.08	0.61	What?		
2	48	19.5	21.52	2.02		She had to do one of the puzzles	
2	48	21.43	21.96	0.53	Uh-huh		
2	48	22.11	24.42	2.31		And so, do you know what?	
2	48	24.36	24.93	0.57	What?		
2	48	26.72	34.22	7.5		She put the pieces in the wrong places. And sometimes she put them like sideways or something	
2	48	33.46	36.48	3.02	So, how did you- Did you have to help her get it right?		
2	48	36.36	37.04	0.68		Yes	
2	48	37.25	39.53	2.28	Did you have to put it all together or just tell her what to do?		
2	48	39.49	41.79	2.3		Just tell her what to do	
2	48	41.71	42.6	0.89	Eventually		
2	48	42.19	44.95	2.76		But for one I had to put together	
2	48	44.18	44.81	0.63	Okay		
2	48	45.46	48.07	2.61	So when she did it wrong was it hard to tell her how to do it right?		
2	48	48.7	49.69	0.99		Mm-mm	
2	48	49.6	50.96	1.36	No? *laughing*		
2	48	50.96	55.97	5.01		Because I know, You know I am very good at those board puzzles	
2	48	55.61	56.46	0.85	Mm-hmm		
2	48	58.6	61.83	3.23	Let's mix these up a little. So what's on this puzzle? You remember?		
2	48	62.73	63.82	1.09		Umm	
2	48	63.888	64.119	0.231			
2	48	64.47	65.03	0.56		Yeah	
2	48	65.25	65.78	0.53	Uh-huh		
2	48	67.88	71.74	3.86		Well the one, are you talking about this puzzle or the other one?	
2	48	70.64	73.5	2.86	The one we're doing right now; Did you notice all the animals on there? 		
2	48	73.58	74.21	0.63		Yep	
2	48	74.93	77.49	2.56		Plus I know how to do these puzzles	
2	48	76.82	81.0	4.18	Does that look like Daddy when, er,  you when Daddy carries you? Do you know what that guy is		
2	48	81.67	82.54	0.87		Sloth	
2	48	82.33	82.91	0.58	Yeah		
2	48	83.62	84.57	0.95		He's a cute one	
2	48	84.63	85.42	0.79	Uh-huh		
2	48	87.72	89.16	1.44		I like that frog	
2	48	88.83	90.9	2.07	NAME		
2	48	91.6	93.22	1.62		Red-eyed tree frog	
2	48	93.07	93.69	0.62	Yeah		
2	48	94.15	99.78	5.63		Because, those frogs live in the tree so it's called a red-eyed tree frog	
2	48	99.61	100.64	1.03	That's right		
2	48	100.17	102.38	2.21		Not a red-eyed frog	
2	48	102.58	103.34	0.76	That's right		
2	48	103.28	105.44	2.16		A tree frog	
2	48	104.78	108.19	3.41	Some of 'em are poison dart frogs, too. But I guess not that one, huh?		
2	48	108.84	111.27	2.43		Mm-mm because that one has red-eyed	
2	48	111.27	111.85	0.58	Okay		
2	48	111.73	112.22	0.49		###	
2	48	112.94	119.1	6.16		And every frog with red eyes is called a red eyed tree frog	
2	48	118.55	119.45	0.9	What's this guy?		
2	48	120.16	121.24	1.08		Jaguar	
2	48	122.37	123.77	1.4		Or is it a cheetah?	
2	48	123.68	126.41	2.73	I don't know. I can never remember the difference		
2	48	125.43	126.65	1.22		Or a leopard	
2	48	127.21	129.08	1.87	Or a leopard, or a puma, right?		
2	48	129.54	130.39	0.85	Is that the other one?		
2	48	131.44	134.46	3.02		No I don't think a puma has spots	
2	48	134.17	134.68	0.51	Oh		
2	48	135.62	136.24	0.62		Yeah	
2	48	136.37	137.92	1.55		Puma doesn't have spots	
2	48	138.21	139.41	1.2		So jaguar	
2	48	140.81	142.02	1.21		Cheetah	
2	48	143.45	145.98	2.53	Now I don't remember how any of these go. Do you?		
2	48	146.54	147.97	1.43	'Cause we have nothing to look at, to...		
2	48	149.13	151.42	2.29		I remember easily	
2	48	150.13	151.37	1.24	Yeah, okay		
2	48	151.96	153.1	1.14	Alright, so you wanna start?		
2	48	154.81	156.47	1.66	And tell me if you want some help, okay?		
2	48	155.826	157.179	1.353			
2	48	160.09	161.68	1.59	What kind of butterfly do you think that is?		
2	48	162.04	163.17	1.13		mmm	
2	48	163.95	164.47	0.52		I don't know	
2	48	165.42	167.14	1.72		Don't ask me, 'cause I don't know	
2	48	167.27	168.27	1.0	Okay		
2	48	168.77	169.66	0.89			
2	48	172.96	173.83	0.87			
2	48	176.97	177.87	0.9	It's pretty, isn't it?		
2	48	178.19	179.71	1.52		Mm-hmm It is pretty	
2	48	179.04	179.92	0.88			
2	48	182.35	183.12	0.77			
2	48	183.876	184.107	0.231			
2	48	189.69	190.62	0.93			
2	48	192.91	194.58	1.67	NAME		
2	48	195.45	197.01	1.56	*laughing* teaching him that game?		
2	48	195.492	196.317	0.825		###	
2	48	202.83	204.82	1.99	What pictures were on the other puzzles that you did?		
2	48	204.87	205.44	0.57		mmm...	
2	48	206.41	207.3	0.89		Guess What	
2	48	207.34	207.81	0.47	What		
2	48	211.12	213.66	2.54		When we were doing one of those puzzles	
2	48	213.62	214.14	0.52	Uh-huh		
2	48	214.18	216.52	2.34		It was a farm puzzle and guess what	
2	48	215.08	216.1	1.02			
2	48	215.69	216.25	0.56	Uh-huh		
2	48	216.51	217.01	0.5	What?		
2	48	217.85	219.53	1.68		She put the horse	
2	48	220.96	224.26	3.3		Where the pig was supposed to go	
2	48	223.5	224.3	0.8	Uh-oh!		
2	48	226.37	227.18	0.81		*laughs*	
2	48	227.08	228.14	1.06	*laughing*		
2	48	228.22	232.52	4.3		I don't know, I don't think she knows how to do puzzles very well	
2	48	231.73	232.8	1.07	*laughing*		
2	48	234.66	235.94	1.28	So you were teaching her how?		
2	48	236.11	236.72	0.61		Mm-hmm	
2	48	238.87	240.24	1.37		I had to	
2	48	243.1	244.1	1.0			
2	48	243.53	245.1	1.57		I have to go potty	
2	48	244.8	246.09	1.29	You have to go potty? Okay		
2	48	246.47	248.23	1.76	Let's, let's take a break		
2	48	247.17	248.37	1.2			
2	48	248.84	250.04	1.2	Okay, ready, Come here		
2	48	249.74	250.29	0.55		No	
2	48	250.55	253.97	3.42	It's okay, 'cause we'll come right back and do it; They're not gonna mess up the puzzle		
2	48	254.18	254.67	0.49	Okay?		
2	48	254.96	255.75	0.79	Are you ready?		
2	48	255.97	256.72	0.75	Okay, come here		
2	48	257.63	259.15	1.52		Should we just tell her?	
2	48	257.7	258.81	1.11	I'll just let her know		
2	48	259.04	260.09	1.05	Yeah, we're gonna tell her		
2	48	262.251	262.68	0.429			Researcher In
2	48	278.52	280.07	1.55	Okay, you ready to keep going?		
2	48	280.76	281.38	0.62	*laughing* Alright		
2	48	282.52	283.36	0.84	You want that one?		
2	48	283.932	284.361	0.429			Researcher Out
2	48	286.209	288.156	1.947			
2	48	287.29	288.44	1.15	Got the butterfly done?		
2	48	289.18	290.69	1.51		And part of that	
2	48	290.17	291.3	1.13	Part of him, yep		
2	48	292.82	293.8	0.98			
2	48	294.195	295.185	0.99	Mm-hmm		
2	48	298.39	299.47	1.08			
2	48	303.93	304.095	0.165			
2	48	304.84	306.61	1.77	Do you guys have puzzles at school that you do?		
2	48	306.81	307.37	0.56		Yeah	
2	48	307.67	309.52	1.85		Sometimes I do them	
2	48	309.21	311.55	2.34	Do you ever pick to do those or do you always pick other stuff?		
2	48	312.048	313.368	1.32			
2	48	312.61	313.76	1.15		Sometimes	
2	48	314.27	315.57	1.3		Not always though	
2	48	316.53	318.42	1.89		We don't do it very often	
2	48	318.5	319.12	0.62	Yeah		
2	48	322.07	322.55	0.48	*noises*		
2	48	323.88	325.37	1.49	Might wanna check this one again		
2	48	335.76	336.59	0.83	Is that better?		
2	48	337.01	337.41	0.4		No	
2	48	338.18	339.17	0.99	Might have to wait		
2	48	341.35	343.13	1.78		I may have to wait	
2	48	345.015	347.358	2.343		mmm, mmm	
2	48	350.5	351.3	0.8			
2	48	362.6	363.35	0.75	You want that		
2	48	366.531	367.488	0.957			
2	48	366.72	368.2	1.48	It's got bright green eyes		
2	48	368.94	371.24	2.3		It does have green eyes	
2	48	372.09	419.135	47.045		*humming/singing*	
2	48	373.12	374.2	1.08			
2	48	374.51	375.29	0.78	There ya go		
2	48	386.034	387.651	1.617			
2	48	415.05	415.51	0.46	That one		
2	48	416.922	417.78	0.858			
2	48	418.19	419.47	1.28	He looks pretty much done		
2	48	420.096	420.91	0.814		Mm-hmm	
2	48	421.68	424.229	2.549		It does look like it's done	
2	48	424.13	424.82	0.69	Mm-hmm		
2	48	425.98	427.64	1.66	Here's the sloth		
2	48	427.515	428.505	0.99			
2	48	428.432	429.963	1.531		A cute little sloth	
2	48	429.51	430.22	0.71	Mm-hmm		
2	48	431.89	433.7	1.81	Have we read that book in a while, at home?		
2	48	434.39	436.84	2.45	The sloth book, Slowly slowly slowly s-		
2	48	435.875	437.229	1.354		Not very much	
2	48	437.82	438.71	0.89	You wanna read that tonight?		
2	48	438.893	439.424	0.531		Sure	
2	48	443.71	445.12	1.41	NAME		
2	48	445.34	446.97	1.63	Do you know all the animals in the back?		
2	48	448.81	449.91	1.1			
2	48	448.875	451.68	2.805		That the sloth had to go by	
2	48	451.53	455.27	3.74	NAME		
2	48	455.83	457.54	1.71	It would take forever to get through that book		
2	48	461.8	462.83	1.03			
2	48	464.087	466.069	1.982		Does he like it as much now?	
